date,open,high,low,close,adj close,volume,tweets
2013-12-31,79.167145,80.182854,79.14286,80.145714,74.571281,55771100,"[""RT @philstockworld: Summary of Yesterday's Webcast Featuring $AAPL $WYNN $GOOG $LGF #TraderEducation #Options #HedgingStrategies -- http://…""]"
2014-01-02,79.382858,79.575714,78.860001,79.01857,73.52253,58671200,"[""RT @philstockworld: Summary of Yesterday's Webcast Featuring $AAPL $WYNN $GOOG $LGF #TraderEducation #Options #HedgingStrategies -- http://…"", ""RT @philstockworld: Summary of Yesterday's Webcast Featuring $AAPL $WYNN $GOOG $LGF #TraderEducation #Options #HedgingStrategies -- http://…"", 'iTV Will Boost Apple http://t.co/8dup4cQc08 $AAPL #APPLE', '#iPhone users are more intelligent than #Samsung, #BlackBerry and HTC owners, $AAPL $BBRY, http://t.co/LGxRwuypyc', ""RT @philstockworld: Summary of Yesterday's Webcast Featuring $AAPL $WYNN $GOOG $LGF #TraderEducation #Options #HedgingStrategies -- http://…"", '2013 Wrap-Up And Trading Set Review - Part III http://t.co/7UbPGZRBGv $AAPL #APPLE $BP $CNW $CSCO $CSX $CVX $GOOG $HPQ $IBM $INTC $NGG', 'Apple Screwed Up Big Time http://t.co/Q2Pzk2VOMm $AMZN $AAPL', ""Big Tuna's Stocks - $AAPL Daily Chart ~ Range is Getting http://t.co/vwkwgXx15k"", '$AAPL [video] Apple Denies Working With NSA, and More http://t.co/VDXNDglE2c', '$AAPL Cleaning the Mobile Germ Warehouse http://t.co/ccmsRgWSjd', '$AAPL Kara Swisher and Walt Mossberg launch Re/code http://t.co/ZvJJiohosy', ""$AAPL Let's not let the WF downgrade overshadow Cantor's 2014 top large cap pick with a $777 price target."", 'Will 2014 be Apple\'s ""year of innovation"" (http://t.co/GkDVTnpbDT) or year of gross-margin pressure (http://t.co/v1pFrhK4QQ)? $AAPL', '$AAPL - Pre-Market: Apple Downgraded on Margin Concerns; Stocks to Start 2014 ... -&gt; http://t.co/J7APp6oJ6v #stock #stocks #stockaction', 'RT @philstockworld: Our Top 3 Trade Ideas for 2014 and Two $1,000 Futures Wins Already in the Bank $GLD $USO $AAPL -- http://t.co/NlmUMm2iiH', '$AAPL The Zacks Analyst Blog Highlights: Apple, Nokia, http://t.co/cB6q1uGILs, Microsoft and SolarWinds http://t.co/d6s3BVCfsR', 'RT @MW_AAPL: Apple slips, Urban Outfitters up on analyst call http://t.co/ret4iajdrQ $AAPL', ""I bought a new TV this year. Would probably have been a $AAPL TV if they made one, competition didn't seem to be very strong."", 'RT @philstockworld: Our Top 3 Trade Ideas for 2014 and Two $1,000 Futures Wins Already in the Bank $GLD $USO $AAPL -- http://t.co/NlmUMm2iiH', '$AAPL How Is Tim Cook Doing Taking Over From The Legendary Steve Jobs? http://t.co/A6gnvXPLaN', 'This weeks $AAPL 550 puts are already up a dollar today.', 'RT @philstockworld: Our Top 3 Trade Ideas for 2014 and Two $1,000 Futures Wins Already in the Bank $GLD $USO $AAPL -- http://t.co/NlmUMm2iiH', 'New Education: Supply/Demand Zones, Accumulation/Distribution, &amp; Price Patterns http://t.co/IA7BJllORO $SPY $QQQ $IWM $AAPL $TWTR $STUDY', 'Thursday headlines include news on $CPB, $NYT, $AAPL, $WMT and $NFLX http://t.co/SI4DNYMz1H', 'RT @philstockworld: Our Top 3 Trade Ideas for 2014 and Two $1,000 Futures Wins Already in the Bank $GLD $USO $AAPL -- http://t.co/NlmUMm2iiH', '$AAPL - Apple Will Be The Main Victim Of Microsoft And Google Cutthroat Smartp... -&gt; http://t.co/RkPYPzAjpx #stock #stocks #stockaction', '$AAPL - Wall St. kicks off New Year on lower note -&gt; http://t.co/GUoph3R13c #stock #stocks #stockaction', ""RT @StockTwits: Here's how Apple could be making a huge push into healthcare --&gt; http://t.co/nd4QHzdEyX $AAPL"", '@DrPaulyDeSantis \n\n$AAPL having breathing difficulties', ""Emylers: Cheeky's Board!: $AAPL Up to date company activities and other impo http://t.co/6PLcfrTV55"", '$AAPL BlackBerry and singer Alicia Keys to part ways http://t.co/Iu5q7k4g1O', '$AAPL - Chinas Xiaomi says to more than double smartphone sales in 2014 -&gt; http://t.co/3Cd2Qt5rhD #stock #stocks #stockaction', 'RT @philstockworld: Our Top 3 Trade Ideas for 2014 and Two $1,000 Futures Wins Already in the Bank $GLD $USO $AAPL -- http://t.co/NlmUMm2iiH', 'RT @philstockworld: Our Top 3 Trade Ideas for 2014 and Two $1,000 Futures Wins Already in the Bank $GLD $USO $AAPL -- http://t.co/NlmUMm2iiH', 'What are your top picks for Q1 2014? Here are mine: $AAPL $CREE $FB $CLDX $SNE', 'RT @philstockworld: Our Top 3 Trade Ideas for 2014 and Two $1,000 Futures Wins Already in the Bank $GLD $USO $AAPL -- http://t.co/NlmUMm2iiH', 'RT @philstockworld: Our Top 3 Trade Ideas for 2014 and Two $1,000 Futures Wins Already in the Bank $GLD $USO $AAPL -- http://t.co/NlmUMm2iiH', '$AAPL US STOCKS-Wall St kicks off New Year on lower note http://t.co/6fybNFG2Jj', ""RT @FortuneMagazine: Apple gained 8% in 2013 vs S&amp;P's 30% but don't cry for $AAPL investors. At least not the long term ones. http://t.co/X…"", 'RT @philstockworld: Our Top 3 Trade Ideas for 2014 and Two $1,000 Futures Wins Already in the Bank $GLD $USO $AAPL -- http://t.co/NlmUMm2iiH']"
2014-01-03,78.980003,79.099998,77.204285,77.28286,71.907555,98116900,"['Bloggers trading $AAPL stupid again\n#NSA ‘malicious hackers’ &amp; then?\nBefore it becomes farce\nMaybe next try to parse\nWhat ‘any’ means &amp; when', 'RT @philstockworld: Our Top 3 Trade Ideas for 2014 and Two $1,000 Futures Wins Already in the Bank $GLD $USO $AAPL -- http://t.co/NlmUMm2iiH', '$AAPL new lows.. still holding half lotto 542.50 puts', 'Overall market VIX is down .35% where as $AAPL IV is up 3.72%. If this is not a pre-event shake-down then there is no more trading for me...', 'Best position Today:  $GLD  (non-core long)   Worst - $AAPL (core-long)   #FVAM  #stockaction', ""$AAPL BlackBerry sues Ryan Seacrest's company over iPhone keyboard http://t.co/1XLRHPWZ7p"", '$AAPL - Online Retail Sales Up in Q4 -&gt; http://t.co/EHm08GMOYv #stock #stocks #stockaction', 'the good support for $AAPL today is 541.02 http://t.co/FMMliQrLgE', 'RT @philstockworld: Our Top 3 Trade Ideas for 2014 and Two $1,000 Futures Wins Already in the Bank $GLD $USO $AAPL -- http://t.co/NlmUMm2iiH', 'RT @nanexllc: 50% of trades in $AAPL today are for less than 100 shares #oddlots', 'RT @philstockworld: Our Top 3 Trade Ideas for 2014 and Two $1,000 Futures Wins Already in the Bank $GLD $USO $AAPL -- http://t.co/NlmUMm2iiH', 'RT @LouisvilleWhale: @Trimmer3098 What I like about $AAPL long term is its ~9.5 PE ex-cash gives it a floor on valuation. Only hi quality s…', 'RT @2kaykim: hmm not so much for $AAPL .. we got this double top threat goin on here..', '$BBRY $AAPL BlackBerry files suit against Typo: Full Story http://t.co/DH3gCB3oQM', ""RT @SAI: GOOGLE'S DIRTY SECRET: Android Phones Are Basically Used As Dumbphones $AAPL $GOOG by @Jim_Edwards http://t.co/yTDfXnikau"", 'RT @takingstock614: Also added $AAPL common here w 541 stop', '$AAPL Apple Sale: Best Buy Temporarily Cuts iPhone 5S Price http://t.co/ivaGEpfuqa', '$AAPL was below this level two weeks ago, and then jumped to 570 the following week (CHL news). Earnings run up will be next catalyst.', 'The Five-Year-Old iPad: When Will People Stop Upgrading?\n$AAPL \u200b\u200b\u200b#aapl  http://t.co/Vv0WElpTs2', 'RT @philstockworld: Our Top 3 Trade Ideas for 2014 and Two $1,000 Futures Wins Already in the Bank $GLD $USO $AAPL -- http://t.co/NlmUMm2iiH', '$AAPL is soooo pathetic. One has to wonder if iCahn is selling. 544 must hold.']"
2014-01-06,76.778572,78.114288,76.228569,77.704285,72.299644,103152700,"['Apple iWatch reportedly already in production http://t.co/p55qscXlNC #IBDBlogs via @IBDinvestors  $AAPL $QCOM $SNE $NKE', 'RT @ValaAfshar: January 3, 1977 – Steve Jobs and Steve Wozniak incorporated Apple Computer Company. $AAPL', 'Apple Stock Forecast: Playing $AAPL - S&amp;P 500 Spread As “Market Neutral” Strategy. |  http://t.co/cIYXfTMZTk\n$SPY""""""""""', '$AAPL - Boeing contract with machinists - details of agreement -&gt; http://t.co/lITCQxFPEw #stock #stocks #stockaction', 'ClayTrader: * * $AAPL Video Chart 1/3/14 * *: ClayTrader http://t.co/pgdM0CoEjP', '$AAPL Machinists vote helps Boeing avoid hiring crunch http://t.co/cHGrAD2M6z', '@jimcramer jim,the ""great""@Peter Ghostine has predicted $425 for $AAPL what says u ?.TARGET = $425 http://t.co/l5m13Pr1Oo', '$AAPL ... Forecasting Apple Using Evidence-Driven Technical Analysis (Subscribers Only). TARGET = $425 http://t.co/VSGZNLCC5P', 'RT @StockTwits: Here are the 100 most popular and most trending stocks of the last year http://t.co/jpg5ydFnv8 $SPY $FB $AAPL', '$AAPL - Nice momentum. Some short covering will happen that can push it up', 'did $AAPL find a bottom premarket? heard lots of sub 500 chatter last week... both sides have a good argument for now', '$AAPL [video] Asian Stocks Down, Liberty Poised to Acquire Sirius XM http://t.co/x3D8Fm0u7d', 'SPX CIT Dates: $AAPL Breaking Key Support Levels http://t.co/qLNVHDPCwS', 'RT @Street_Insider: Standpoint Research Downgrades Apple $AAPL to Sell for Moral Reasons http://t.co/zHfEOy4hQD', '$AAPL QUALCOMM, Inc. : Industry Analyst Jeff Kagan on Apple iWatch Smartwatch ... http://t.co/1WlhA0BXbc', '$AAPL How Quickly Will Windows and Office Die? http://t.co/fFJMUSK2wm', '$AAPL filled overnight gap, now attempting to shift closing level to support http://t.co/3FV8IgdYSp', 'RT @Benzinga: January Effect On Markets Appears Delayed $AA $AAPL $BAC  http://t.co/47Yca41J9v', 'Dirty Secrets Apple Doesn’t Want You To Know.\nhttp://t.co/Y6jYFdJ0Cr\n\n$AAPL $FB $TWTR $TSMA #Finance #apple', ""Let's see how strong this $AAPL move is. It can get as high as $550 in the next couple days."", 'RT @andrewunknown: ""@andrewnyquist: Posted this $AAPL chart over the weekend - Nearing important technical support confluence http://t.co/0…', '""@T3Live: http://t.co/n0WxM71pCm Downgraded $AAPL Looks for New Footing $FXI $SPX $BAC $C $TWTR $FB @RedDogT3Live @BrittanyUmar""', '$AAPL Apple’s Products May Get Curved Displays From Corning http://t.co/lmi1iWYsyX', 'In it  to win it: $MU puts working.. $AAPL long working.. $SAN sitting: In it  to win it http://t.co/uIeGP5NAMw', '$AAPL Intel Has A Shot At Winning Apple http://t.co/ddVWUyaS7J', 'RT @SteveTappin: 9 Bar Charts: Apple vs. Amazon vs. Google http://t.co/UKCzOEDV2f $AMZN $GOOG Only market sentiment killing $AAPL #CEO', '$AAPL r/g &amp; V. important reversal on daily here. This is a big technical defense', 'Wall Street vs AAPL in nine\xa0bar-charts http://t.co/PmAe5INF9z $AAPL', '$AAPL resistance is strong at 545.5', 'Updated Report for $AAPL via @SeekingAlpha.  https://t.co/g6LvQpb70D  http://t.co/CPQfBkt2Vu', 'Focus list $SCTY $MNKD $P $ARIA $MGM $FSLR $MU $AAPL $JASO $FB $CELG $SOL $GRPN $CAMT $ABT', 'No Steve Jobs but could argue Steve Jobs is not who you want to lead company at this stage. To early to know? @dasan ""ineffective CEO"" $AAPL']"
2014-01-07,77.760002,77.994286,76.845711,77.148575,71.782608,79302300,"[""RT @WSJ: Sales at Apple's App Store topped $10 billion in 2013. Nearly 3 billion apps downloaded in December. http://t.co/XTAiLFlOcT $AAPL"", '$AAPL - Interesting April Stock Options For AAPL -&gt; http://t.co/q51I2WLJqF #stock #stocks #stockaction', 'Apple $AAPL says App Store sales top USD 10bln in 2013 #stocks', 'Link bait ""@Forbes: Is Apple worth $12,000 a share? http://t.co/QrOMLmTm0i $AAPL""', 'RT @CNBC: Apple reports $10 billion worth of apps sold in 2013: http://t.co/F7UpW2lUqJ $AAPL', ""RT @WSJD: Sales at Apple's App Store topped $10 billion in 2013. Nearly 3 billion apps downloaded in December. http://t.co/wwRQh3Viqe $AAPL"", '“@EXPstocktrader: New post: http://t.co/Hc9FQVdWl1 $AAPL $ARIA $NQ $SSH $RMTI $WLT”/ Good read!', ""$GOOG will be a $2000 stock by year-end '15. Can't wait for the first $2k price target. $AAPL will be a $1000 stock...never."", ""RT @StockTwits: Apple's App Store earns more money in one year than:\n\nFacebook\nMasterCard\nNetflix\nAutoZone\n\n--&gt; http://t.co/QlLTDTFt2q $AAPL"", 'Who the fuck is selling $AAPL?', 'Wait for it..........$AAPL', '$AAPL - Insights From A Smart House Innovator -&gt; http://t.co/NlJ2v3H3Nh #stock #stocks #stockaction', 'RT @Amazonomics: Oh, the irony! Hilariously superb! $AAPL http://t.co/EqXWk0l1x0', '“@JaKe_ChuPick: Out half $AAPL 540 puts for 27.27%” same', 'RT @maxjcm: US smpartphone penetration 68.3% up 3%, $AAPL 41.2% (up 0.5% from August). Samsung 26% share (up 1.7% points) end Nov http://t.…', '$SSNLF estimates greater-than-expected decline in profits &amp; sales amid stiff competition http://t.co/zNeaXB5KOR $AAPL', 'RT @SeekingAlpha: Build A Mini Long-Short Portfolio With These 6 High-Priced Shares http://t.co/J5ta6cvi98 $AAMC $AAPL $AMZN $BRK.A $TPRP $…', ""$AAPL I love my iPad b/c no virus and I am protected by Apple. Android is open source and full of virus etc. I don't want it in my car..."", 'RT @ValaAfshar: Why 2014 could be the most interesting year in technology in a long time http://t.co/NsFlq9imIz $AAPL', '$AAPL [video] How Much Does the App Store Mean to Apple? http://t.co/UuQ4kj4Syl', '$AAPL Samsung to report profit decline as phone sales lag http://t.co/xIxfXlSII8', ""If you wanna sell in China, better use Chinese channels. $AAPL opens store on Alibaba's Tmall http://t.co/i0cCjCgSOf"", ""$AAPL seeing potential to hold a higher low above yest's LOD &amp; if so 550/51 is 1st key trgt; +551 = grind in2 earnings; -540 = 536 then 529"", '$FSLR $AAPL $MU $C $MA $YOKU $SD $MRK $V Active equity options trading on open: Full Story http://t.co/vLwV2vz756', 'RT @CNBC: Apple reports $10 billion worth of apps sold in 2013: http://t.co/F7UpW2lUqJ $AAPL', '“@CNBC: Apple reports $10 billion worth of apps sold in 2013: http://t.co/8IByyOJOka $AAPL” #crazy', '$AAPL - 8:34 am Apple announces App store sales topped $10 billion in 2013 -&gt; http://t.co/XtboXHVHZl #stock #stocks #stockaction', 'Apple $AAPL Is Rich, Fat, &amp; Happy http://t.co/s4URjX1XvC', ""You know you want it...don't be a hater :P #iPhone7 #YouSawItHereFirst $AAPL http://t.co/0eBzP3EMFC"", 'RT @DeidreZune: Samsung lowers guidance on same day Micael Bay walks off stage at #CES promotional event -- Need to copy $AAPL choreography', '$AAPL lows of the day.  http://t.co/BIMpdEfg2P http://t.co/8YzhXOkrhI']"
2014-01-08,76.972855,77.937141,76.955711,77.637146,72.23719,64632400,"['RT @NewsBreaker: 10 BILLION: Apple says customers spent $10,000,000,000 on apps in 2013  http://t.co/lrm788aDlb • $AAPL', 'RT @NewsBreaker: 10 BILLION: Apple says customers spent $10,000,000,000 on apps in 2013  http://t.co/lrm788aDlb • $AAPL', 'Big day for $AAPL, testing 50-day EMA and channel support. http://t.co/HV7Jkcwsus', 'Trading Off the Value of Apple’s Music Monopoly http://t.co/Or3daVbf3b | $AAPL #iTunes #iPod', '$AAPL Apple’s iPhone Gets Cheaper in China http://t.co/0PjiRIaH7k', 'Great stuff guys. “@RedDogT3Live: ""@T3Live: http://t.co/NZ84TWpLAe Morning Call Express $GOOG $AAPL $TWTR $FB $BAC $C $TSLA @BrittanyUmar""”', '$AAPL over 546.86... I go long if happens today', 'New Deal, New Stores: Apple’s Plan for #China http://t.co/IYZLLMQc9l via @wallstCS $AAPL', '$AAPL #App #Store #sales &gt; $10 #billion http://t.co/ztY6fLydaj #digital #iphone #ipad #mac #revenue #profit #growth #tech #LoB #iTunes #usa', '$AAPL - [video] Typo, the iPhone cover with a keyboard -&gt; http://t.co/IksC04FVKT #stock #stocks #stockaction']"
2014-01-09,78.114288,78.122856,76.478569,76.645714,71.314728,69787200,"['$AAPL - Predicting Pandoras Earnings -&gt; http://t.co/mWkIZOvHNg #stock #stocks #stockaction', 'Apple Inc ($AAPL) Moderately down, lost over 3%. Early Buzzers Apple Inc LinkedIn Corp Micron Technology TASE:  http://t.co/1s7ICv49AU', '$AAPL may be worth a L but just for a bounce here.', '$AAPL adding here. If you trimmed in the 570s you have been waiting  for this pullback.', '$AAPL - MARKET SNAPSHOT: S&amp;P 500 Ekes Out Gains, But Dow, Nasdaq Drop http://t.co/1ZcgYVelIq', ""RT @mister__x_: $GOOG nearly a $400b company. Yet no one is concerned by it's size like $AAPL. It can supposedly keep growing at these rate…"", ""BlackBerry's Funeral May Have To Wait. It Seems To Have Returned From The Dead $BBRY  $AAPL http://t.co/wLbLx9YXsa"", ""$AAPL please help me understand the math.Billions in holiday sales, china mobile, itv, iwatch, iPad pro, ihome, iPhone air.  And it's a sell"", ""Very pleased that I'm still holding my $BIDU runners.  Long $AMZN $AAPL Short $CME""]"
2014-01-10,77.118568,77.257141,75.872856,76.134285,70.838882,76244000,"['woh doctor! @YahooFinance: #Apple reports $1 billion #app sales in December, $10 billion for 2013 http://t.co/SXyXev1pjJ $AAPL', ""RT @CNNMoney: Shoppers rush into Apple's $AAPL Hong Kong store drawn by its second-annual Asian Red Friday sale. http://t.co/R7drf7qtGg"", ""CNNMONEY:Shoppers rush into Apple's $AAPL Hong Kong store drawn by its second-annual Asian Red Friday sale. http://t.co/2u1jD5wCP2"", ""$AAPL Apple Inc. (AAPL): Apple's A8 -- What It Will Be And Why It Matters http://t.co/teH7J03Wjl"", ""Looking at my 2013 options trades. My most profitable trade was 469% $AAPL weekly call. Haven't had anything come close that % since then."", 'Is Apple Working on a Home-Based Media Server? http://t.co/jD2UremJUm via @wallstCS $AAPL #mediaserver #patent', ""$AAPL   excellent short on my part,  mentioned earlier. I don't always mention intraday trades, to busy"", '$AAPL Samsung Galaxy S5 Spec News 2014: Will Apple Release A Larger Screen ... - Crossmap http://t.co/j1p3CYPUfG', 'Bad sales at $SHLD. $SNE streaming games. $AAPL streaming everything$AMZN selling everything. Should anyone own $BBY here? @jimcramer', 'The line outside 1 $AAPL store in Hong Kong for the ""Red Friday"" sale.  #s look good. Chart does not. Priced in? http://t.co/xRgrczHVMP', 'Appeals Court: Apple’s iPhone Does Not Infringe on Motorola’s Patent http://t.co/PyX5kGNgah | $AAPL $GOOG', ""$AAPL iPhone's 7th anniversary - the handset in numbers - http://t.co/ts0gltqfdh http://t.co/Dof69LyOpJ"", 'RT @MarketCurrents: Apple roundup: Bigger iPhones, carrier subsidies, U.S. Mac sales http://t.co/bSLZEai8Ji $AAPL', '$AAPL now testing the $532 breakout level from the base that it built back in Oct/Nov. This breakout sparked by CM deal rumors.', 'Pfizer hopes an iPad game can detect Alzheimer’s: http://t.co/BwzEPY8ivi • $PFE $AAPL', '@petenajarian @PetesAssistant @CNBCFastMoney $AAPL trading at same multiple as $MSFT - this is purely stupid!', '$AAPL Apple Must Fix These Issues to Reach New Highs - DailyFinance http://t.co/M7pb3E7GfR', '$AAPL urges vote against Icahn proposal, Human Rights Board committee, proxy access http://t.co/Ycc7X647DE #corpgov #ESG see my comments', ""$AAPL Apple Inc. (AAPL): Apple's A8 -- What It Will Be And Why It Matters http://t.co/CsholbR7Sh"", '$AAPL Apple Inc. : Is marketplace ahead of your strategy?: \nApple Inc. : Is marketplace ahead of your strategy... http://t.co/LmacN08H6N', '$AAPL right on schedule; less than a $1 from giving back all of the pre-mtk upside', '$AAPL This is the most painful stock to play in the options mkt HANDS DOWN', '7 years seems like 7 months. $AAPL', '$AAPL - [$$] Appeals Court Backs Apple in Patent Case -&gt; http://t.co/h9ezzypDXh #stock #stocks #stockaction', '$AAPL Chart of the Day: Tracking iPhone, iPod sales - http://t.co/3dFESfzSGr http://t.co/9RPf87PH7t', 'RT @chessNwine: NEW POST: Stock #Market Recap 01/09/14 http://t.co/FWuKmcRxdu $AAPL $CMG $FB $iWM $NFLX $QQQ $SPY $TSLA']"
2014-01-13,75.701431,77.5,75.697144,76.53286,71.209717,94623200,"[""$AAPL Apple's iBeacon Technology Brings New Possibilities for Location-Based Gaming - Mac Rumors http://t.co/2VzQgfyLgH"", '$AAPL To anyone with a long enough time horizon I would recommend buying the fear on the next big dip. Stock about to start growing in Q2.', '$AAPL Apple to open new store in Brisbane CBD - Courier Mail http://t.co/50ywv65Cfj', '$AAPL [$$] Chinese Smartphone Insurgents Take Aim at Global Share http://t.co/4B6yzr6gRI', '$AAPL - [$$] Ford Steps on the Gas -&gt; http://t.co/t5TYv9SeLL #stock #stocks #stockaction', 'RT @BenedictEvans A candidate for best financial news headline of 2013 http://t.co/gqmE8Dp0B5 $AAPL', ""$AAPL What's Behind The Swift Rise In Apple Stock? http://t.co/guXNuesHHy"", 'RT @SupremeSees: $OXBT Monday Gapper? http://t.co/OnrTjg9Zqd $PHOT $FNMA $TWTR $GOOG $AAPL $FB #daytrading #pennystocks #daytradealerts #tr…', ""Apple Inc. (AAPL): What's Behind The Swift Rise In Apple Stock? $AAPL http://t.co/peS16KKOIO"", 'Disruptive innovation $AAPL $HPQ $GRMN http://t.co/hviYuNtGqx', ""$AAPL My 2 Bits On 64-Bits And Apple's Strong Q1 Outlook - @SeekingAlpha http://t.co/zvZToYOACH"", '$AAPL DIALOG SEMICON ORD (DLGNF): Apple, Cirrus Logic rally after iPhone/iPad ... - Seeking Alpha http://t.co/CUbCUfSH9I', 'RT @stockgarage: Watchlist for Monday http://t.co/YVDt268G2x  $ELTP $TSLA $AAPL $FNMA $MUX $CTSO', '$AAPL Three things the press gets wrong about Apple in China http://t.co/ddHtiPYhgE', '$AAPL $TWTR #FlightToSafety http://t.co/8oo8ZKUJdn', 'Will $AAPL hold 534 here?', '$AAPL chart by @FibLine: http://t.co/5O7JfxOSvD AAPL.', '$NQ_f is down 50 handles with $AAPL green.', '$AAPL - Wireless Charging Is The Must-Have Feature for Apples iWatch -&gt; http://t.co/THjCAUqXXQ #stock #stocks #stockaction', '@Aapl_pain $AAPL catching a bid on a Monday. I am hugely surprised! /s', 'Great question. Missed opportunity. MT @om: Why did $AAPL not try and bring @tfadell home?  Anyone got theories? #nest $GOOG', 'Google Set To Challenge Microsoft And Apple In The Connected Car Market $GOOG  $AAPL $MSFT http://t.co/69bOo5V2iz', '$AAPL $GOOG $NFLX $SHLD $FB $ISRG\n$NRP :16.60 🔜🔜🔜🔻🔻⬇️ 6⃣💲\nPut 16 feb', 'RT @businessinsider: Google Just Hired The Guy Who Designed The iPod $AAPL $GOOG by @nichcarlson http://t.co/fGE7zXnrZr', 'RT @RedDogT3Live: rdr in $AAPL was good for 10 points -Action area was $531.11- still long some- even a decent bull flag continuation trade…', 'Short side $GC_F $AAPL all miners']"
2014-01-14,76.888573,78.104286,76.808571,78.055717,72.626656,83140400,"['$AAPL $SINA $MTOR $FDML $VIV $SAN $TEF $ORAN $STEM My bets for 2014. Thanks for the pull-back yesterday!', 'Rumor: Apple to reintroduce 8GB iPhone 4 to curb flagging India sales $AAPL \u200b\u200b\u200b#aapl \nhttp://t.co/cfDAMuESxR', '$AAPL Hide your iThings: Apple devices top charts among NYC pickpockets - VentureBeat http://t.co/xCr3HMM8id', 'Forgive me but Gundlach calling the next 10% move in $AAPL is not very exciting.', '$AAPL - People Will Never Stop Drinking: Wisdom of Jim Beam Deal -&gt; http://t.co/MnXtfqTwMT #stock #stocks #stockaction', '$AAPL - MARKET SNAPSHOT: U.S. Stocks Rise After Retail Sales Top Forecasts http://t.co/GsfCMh0ANz', ""$AAPL there's 546. Nice!"", ""Just voted FOR Icahn's resolution, mostly because I think the stock is at a potential LT inflection point. $AAPL"", ""What's Behind The Swift Rise In Apple Stock? http://t.co/bOgBtzkq6U $AAPL"", '$AAPL Plans to reintroduce entry-level iPhone in India.', '$AAPL Walmart arson, iPad theft caught on tape - WOOD-TV http://t.co/V1TRzIHuqD', '$AAPL Four Apple Stories From Monday You May Have Missed - Benzinga http://t.co/0ThphoUb0x', '$AAPL Go long Apple if it can break the 60 minute downtrend line. That will confirm it is holding bottom of channel. http://t.co/QPJHPvHtDh', '$AAPL 1,72% supera segunda resistencia diaria de 543.', 'Fibonacci Technical Levels  $AMZN, $AAPL, $FB, $GOOG http://t.co/vg3wjeoZU2', ""$GOOG / @nest price tag equates to &lt;1% move in GOOG stock; 2x @YouTube price tag; &lt;10% of GOOG's cash on hand. $AAPL has 3x as much cash."", '$AAPL highs of the day...nice comeback from yesterday...', '$AAPL Secretive Apple Squirms in Gaze of U.S. Monitor http://t.co/ea7WMoU3aQ', '$AAPL - Gundlach on Gold: Heading at Least to $1,350, Owns Gold Miners -&gt; http://t.co/7ri8XVhvcx #stock #stocks #stockaction', 'RT @MikeTsangaris: I agree with @Rocco_TheStreet on this: Sorry, But This Guy is a Total Idiot on Apple http://t.co/H0IbC2LYAX $AAPL $GOOG', '$AAPL Google Takes A Cue From The Apple Playbook With Nest http://t.co/jNFkGM9EYW', '#UP Сегодня я подорожала - $546.39 (+10.66; 1.99%) $AAPL #stocks #АкцииЭппл']"
