date,open,high,low,close,adj close,volume,tweets
2014-01-02,25.780001,25.82,25.469999,25.790001,22.980995,31833300,"['2013 Wrap-Up And Trading Set Review - Part III http://t.co/7UbPGZRBGv $AAPL #APPLE $BP $CNW $CSCO $CSX $CVX $GOOG $HPQ $IBM $INTC $NGG', 'Dow #Stocks Trend $AXP $UTX $CSCO $KO $HD $DIS $V $IBM $DD $INTC $JPM $UNH $TRV $MRK $MMM $GE $GS $MSFT $CAT  @ http://t.co/TvzJfd0RGT', '$INTC YouTube goes 4K, Google signs up long list of hardware partners for VP9 support http://t.co/mSJxDEWkQn']"
2014-01-03,25.860001,25.9,25.6,25.780001,22.972084,27796700,"['Weekly Dow #Stocks Trend $DIS $WMT $HD $GS $V $INTC $IBM $UTX $VZ $UNH $T $MSFT $AXP $JPM $MRK $CSCO $KO $CVX  @ http://t.co/TvzJfd0RGT', 'Company Update – Intel Corporation (NASDAQ:INTC) – Expect An Upside ... $INTC http://t.co/737mV5mEoy']"
2014-01-06,25.77,25.790001,25.450001,25.459999,22.686934,28682300,"['$INTC Will This High-Tech Move Revolutionize or Wreck Applebees Future? http://t.co/lUSs1V16LY', '$LEN Current Price\xa0 $LEN Most recent stock chart and technical analysis. $VEEV $XLV $ARIA $INTC $AGQ $UGAZ ht http://t.co/7zXpeKwPEO']"
2014-01-07,25.540001,25.73,25.469999,25.59,22.802778,19665100,"['$INTC Intel throws weight behind wearable tech and internet of things http://t.co/FSGi6RADyP', '$INTC How China Is Creating Rare Earth Investment Opportunities in the U.S. http://t.co/wMUvfkmiln', 'Pre-Market Pulse: $SONC earnings, bullish call blocks in $TWTR &amp; $MU, $INTC Jan puts, $FB nears all time highs $$\nhttp://t.co/ZM0Pm3hzdq', '$INTC Sony bets on PlayStation-based cloud TV service http://t.co/0D1BRwEhTt', 'Morning Meeting: Yellen Approved in a Close(ish) Vote $CSCO  $INTC ... http://t.co/z4VaKVFihc']"
2014-01-08,25.639999,25.709999,25.299999,25.43,22.660204,29680500,"['@kyles09 @PhilipEtienne well then the almost 10% gains in last month for $CSCO,$EMC, $HPQ, $IBM &amp; $INTC should offer good entry for short']"
2014-01-09,25.42,25.549999,25.25,25.309999,22.55327,20878000,"['$INTC There is a bit of support here, prior dividend corrected breakout point. Trend is still down. see prior.']"
2014-01-10,25.5,25.85,25.5,25.530001,22.749315,30588800,"['$INTC Intel Edison Powers Up Wearable Computing And The Internet Of Things http://t.co/huqdecBdwO', 'My cvrg in nxt wk earnings...Jan14: $WFC&gt; Jan16: $C, $GS, $INTC, $AAL, $BLK&gt; Jan17: $GE, $MS... hmmm', '$INTC - CES Booth Battle: Intel and Qualcomm Wary Neighbors -&gt; http://t.co/XoCrYLmw86 #stock #stocks #stockaction']"
2014-01-13,25.629999,25.99,25.42,25.5,22.722576,40274500,"['$INTC The Fool Looks Ahead http://t.co/77xo9Tq7vs', '.@Kingston displays 384 GB of #DDR4 in top-secret @Intel server at #CES (by @paulyalcorn) $INTC http://t.co/m7VFjDznUb', '$INTC Should You Own NVIDIA in 2013? Two Fools Debate http://t.co/ShGO9w1HD0', ""$INTC Intel's Secret Weapon http://t.co/w80WNU2kDm"", 'Correction Protection: Better Metric Finds Value http://t.co/fXP33Rt8Bn $GOOG #GOOGLE $CSCO $MSFT $INTC $ORCL $FB $XOM $CVX $SNY $MRK', '$INTC Intel: Marvell Would be Ideal Foundry Customer, Says Citi http://t.co/n23SpuoUyw', 'Get the latest on $INTC $PVEC $SPPR $PLNR $ARRY $NEOG http://t.co/9Fz5zMW5Gh', 'danrocks: $TWTR Hit my list a few days ago $TLT $MU $INTC $S http://t.co/mdW72caKXm']"
2014-01-14,26.01,26.549999,25.9,26.51,23.62257,74142900,"['$INTC at 52 wk highs, has def underperformed over 12 months &amp; is probably the most despised name in tech. Still long w/a high divi yield.', '$INTC - Wrong Calls: Intel, America Online and Apple -&gt; http://t.co/5XGELdBPPV #stock #stocks #stockaction', 'RT @OphirGottlieb: 19 New Highs Today in $SPX. Zero new Lows. Note $GOOG, $INTC, $HPQ, $A in Tech Space. EOD Wrap: http://t.co/s5YUxCnzF6', 'RT @carlquintanilla: ""Making a leap of faith on PCs..."" - JPMorgan, which upgrades Intel to overweight today. $INTC', 'Intel: Why Foundry Capacity Is Strategically Important http://t.co/rC9jU4sLjC $QCOM $SSNLF $INTC', '$INTC - Morning Dow Report: Will Earnings Rescue the Market? -&gt; http://t.co/o1bIroZnWq #stock #stocks #stockaction', '$INTC: Intel probes its Dec peak at 26.04 -- session high 26.06 http://t.co/2YfpjuO2WJ']"
2014-01-15,26.719999,27.120001,26.610001,26.67,23.765148,58277700,"['Jan IV has moved from 60% to 62.50% in $INTC Options since I started looking at it 15 minutes ago.', ""RightStockTrade's Results: $INTC opened long on 1/08 at $25.50 and closed today's at $26.78 +5.02% http://t.co/rdPCIb9ps1 #stocks #trading"", '$INTC - Through Silicon Vias Could End The Reign Of SoC, Replacing It With The... -&gt; http://t.co/eZrv0hhxox #stock #stocks #stockaction']"
